RatingID,Rating,MovieKey,UserKey,DateKey
128,5.0,1544,1,20000730
129,5.0,1554,1,20000730
130,3.0,1557,1,20000730
131,5.0,1558,1,20000730
132,4.0,1560,1,20000730
133,4.0,1563,1,20000730
134,4.0,1568,1,20000730
135,5.0,1577,1,20000730
136,5.0,1578,1,20000730
137,5.0,1596,1,20000730
138,5.0,1598,1,20000730
139,5.0,1600,1,20000730
140,4.0,1602,1,20000730
141,5.0,1618,1,20000730
142,4.0,1629,1,20000730
143,4.0,1645,1,20000730
144,2.0,1675,1,20000730
145,4.0,1688,1,20000730
146,4.0,1692,1,20000730
147,5.0,1705,1,20000730
148,5.0,1735,1,20000730
149,2.0,1744,1,20000730
150,5.0,1756,1,20000730
151,4.0,1769,1,20000730
152,5.0,1789,1,20000730
153,2.0,1791,1,20000730
154,5.0,1797,1,20000730
155,4.0,1807,1,20000730
156,3.0,1815,1,20000730
157,5.0,1827,1,20000730
158,4.0,1843,1,20000730
159,5.0,1851,1,20000730
160,5.0,1859,1,20000730
161,4.0,1867,1,20000730
162,4.0,1875,1,20000808
163,5.0,1884,1,20000730
164,3.0,1905,1,20000730
165,5.0,1906,1,20000730
166,5.0,1918,1,20000730
167,5.0,1940,1,20000730
168,5.0,1947,1,20000730
169,5.0,1958,1,20000730
170,4.0,1972,1,20000730
171,2.0,1973,1,20000730
172,4.0,1980,1,20000730
173,4.0,1987,1,20000730
174,5.0,1988,1,20000730
175,4.0,1991,1,20000730
176,4.0,1992,1,20000730
177,5.0,1995,1,20000730
178,3.0,1998,1,20000730
179,5.0,2021,1,20000730
180,5.0,2029,1,20000730
181,5.0,2039,1,20000730
182,5.0,2078,1,20000730
183,4.0,2104,1,20000730
184,4.0,2127,1,20000730
185,5.0,2146,1,20000730
186,5.0,2158,1,20000730
187,5.0,2183,1,20000730
188,4.0,2194,1,20000730
189,5.0,2217,1,20000730
190,5.0,2219,1,20000730
191,5.0,2220,1,20000730
192,5.0,2221,1,20000730
193,5.0,2227,1,20000730
194,4.0,2249,1,20000730
195,5.0,2251,1,20000730
196,5.0,2255,1,20000730
197,5.0,2257,1,20000730
198,4.0,2260,1,20000730
199,5.0,2287,1,20000730
200,5.0,2288,1,20000730
201,5.0,2303,1,20000730
202,5.0,2304,1,20000730
203,4.0,2311,1,20000730
204,5.0,2373,1,20000730
205,4.0,2389,1,20000730
206,1.0,2395,1,20000730
207,3.0,2432,1,20000730
208,3.0,2435,1,20000730
209,5.0,2441,1,20000730
210,5.0,2461,1,20000730
211,5.0,2527,1,20000730
212,4.0,2572,1,20000730
213,4.0,2573,1,20000730
214,5.0,2574,1,20000730
215,5.0,2580,1,20000730
216,5.0,2582,1,20000730
217,4.0,2604,1,20000730
218,4.0,2609,1,20000730
219,4.0,2637,1,20000730
220,5.0,2675,1,20000730
221,4.0,2697,1,20000730
222,4.0,2714,1,20000730
223,5.0,2734,1,20000730
224,5.0,2765,1,20000730
225,5.0,2766,1,20000730
226,5.0,2789,1,20000730
227,4.0,2799,1,20000730
228,4.0,2803,1,20000730
229,5.0,2837,1,20000730
230,4.0,2848,1,20000730
231,4.0,2992,1,20000730
232,5.0,3674,1,20000730
233,3.0,278,2,20151024
234,4.0,292,2,20151024
235,4.5,1285,2,20151024
236,4.0,2675,2,20151024
237,4.0,4616,2,20151024
238,3.5,5306,2,20151024
239,4.0,6254,2,20151024
240,4.0,6316,2,20151024
241,4.5,6711,2,20151024
242,5.0,6802,2,20151024
243,4.5,7011,2,20151024
244,3.0,7155,2,20151024
245,4.0,7259,2,20151024
246,3.0,7324,2,20151024
247,4.0,7373,2,20151024
248,4.5,7416,2,20151024
249,5.0,7437,2,20151024
250,4.0,7591,2,20151024
251,5.0,7698,2,20151024
252,3.5,7769,2,20151024
253,2.5,7777,2,20151024
254,3.5,8064,2,20151024
255,5.0,8306,2,20151024
256,3.0,8377,2,20151024
257,4.0,8467,2,20151024
258,2.0,8510,2,20151024
259,3.5,8551,2,20151024
260,5.0,8682,2,20151024
261,5.0,8829,2,20151024
262,0.5,31,3,20110527
263,0.5,462,3,20110527
264,0.5,546,3,20110527
265,0.5,566,3,20110527
266,0.5,586,3,20110527
267,5.0,657,3,20110527
268,0.5,697,3,20110527
269,0.5,833,3,20110527
270,0.5,854,3,20110527
271,0.5,963,3,20110527
272,0.5,972,3,20110527
273,3.5,975,3,20110527
274,0.5,1001,3,20110527
275,3.0,1055,3,20110527
276,4.5,1191,3,20110527
277,0.5,1494,3,20110527
278,0.5,1545,3,20110527
279,0.5,1554,3,20110527
280,2.0,1568,3,20110527
281,4.0,1702,3,20110527
282,0.5,1825,3,20110527
283,5.0,2142,3,20110527
284,4.5,2281,3,20110527
285,0.5,2417,3,20110527
286,5.0,2766,3,20110527
287,0.5,2946,3,20110527
288,5.0,3336,3,20110527
289,0.5,3667,3,20110527
290,5.0,3735,3,20110527
291,5.0,4046,3,20110527
292,4.5,4051,3,20110527
293,5.0,4123,3,20110527
294,0.5,4274,3,20110527
295,5.0,4596,3,20110527
296,4.5,5053,3,20110527
297,5.0,5081,3,20110527
298,4.5,5505,3,20110527
299,5.0,7115,3,20110527
300,0.5,7186,3,20110527
301,3.0,21,4,20010410
302,2.0,32,4,19991214
303,3.0,42,4,20010410
304,2.0,44,4,19991214
305,3.0,48,4,20000726
306,3.0,53,4,20000725
307,4.0,95,4,20010409
308,5.0,109,4,20000726
309,1.0,110,4,20010409
310,5.0,136,4,19991213
311,3.0,144,4,19991213
312,5.0,149,4,20000726
313,2.0,162,4,19991213
314,5.0,184,4,19991213
315,1.0,190,4,19991219
316,5.0,199,4,20000726
317,2.0,202,4,19991214
318,3.0,212,4,20010409
319,5.0,225,4,19991213
320,5.0,229,4,20000725
321,1.0,258,4,19991214
322,5.0,279,4,19991213
323,5.0,301,4,20000725
324,4.0,304,4,19991219
325,4.0,307,4,20000726
326,3.0,310,4,20010410
327,3.0,316,4,20000726
328,4.0,327,4,19991213
329,2.0,362,4,19991213
330,1.0,385,4,20010410
331,2.0,392,4,20010409
332,5.0,399,4,19991213
333,5.0,414,4,19991214
334,5.0,430,4,19991213
335,1.0,445,4,19991213
336,5.0,472,4,19991213
337,1.0,473,4,20000725
338,2.0,486,4,19991213
339,4.0,507,4,19991213
340,5.0,511,4,20000725
341,3.0,513,4,20010409
342,2.0,516,4,19991213
343,5.0,521,4,20000725
344,3.0,547,4,19991213
345,4.0,578,4,20010410
346,3.0,605,4,19991213
347,4.0,629,4,19991213
348,4.0,677,4,20000726
349,5.0,681,4,20000726
350,4.0,682,4,19991213
351,4.0,685,4,19991213
352,4.0,687,4,19991213
353,5.0,691,4,19991214
354,5.0,693,4,19991214
355,5.0,695,4,19991214
356,5.0,697,4,19991213
357,5.0,702,4,19991213
358,5.0,703,4,19991214
359,5.0,712,4,20000725
360,3.0,719,4,20010409
361,4.0,784,4,19991213
362,5.0,800,4,19991214
363,3.0,809,4,20000725
364,2.0,811,4,20010410
365,4.0,816,4,19991213
366,5.0,818,4,19991214
367,2.0,820,4,19991213
368,5.0,821,4,20010410
369,5.0,825,4,19991213
370,5.0,827,4,20000725
371,3.0,834,4,20000725
372,5.0,841,4,20000725
373,5.0,864,4,20010410
374,4.0,885,4,20000725
375,1.0,887,4,20000728
376,5.0,892,4,20000725
377,5.0,899,4,20000725
378,5.0,900,4,20000725
379,3.0,901,4,20000725
380,2.0,902,4,19991213
381,5.0,906,4,19991214
382,1.0,913,4,20000725
383,4.0,915,4,19991213
384,4.0,921,4,20000725
385,4.0,927,4,20000725
386,5.0,950,4,19991214
387,4.0,959,4,20000725
388,4.0,965,4,20000726
389,4.0,966,4,20010409
390,2.0,979,4,20010410
391,5.0,982,4,19991213
392,5.0,983,4,19991213
393,4.0,988,4,19991213
394,4.0,991,4,20000725
395,3.0,1003,4,19991213
396,1.0,1072,4,19991214
397,5.0,1114,4,19991213
398,4.0,1125,4,19991214
399,4.0,1147,4,20000726
400,4.0,1155,4,19991213
401,3.0,1184,4,20010410
402,1.0,1200,4,19991213
403,2.0,1219,4,19991213
404,4.0,1233,4,20000726
405,1.0,1285,4,19991219
406,4.0,1291,4,19991213
407,4.0,1299,4,19991213
408,5.0,1300,4,19991213
409,3.0,1301,4,20000725
410,5.0,1349,4,19991214
411,2.0,1364,4,20010409
412,4.0,1375,4,20000726
413,3.0,1377,4,20000726
414,2.0,1382,4,20000725
415,4.0,1385,4,19991219
416,3.0,1391,4,20000725
417,4.0,1397,4,20000726
418,1.0,1398,4,20010410
419,3.0,1405,4,20010410
420,5.0,1425,4,19991213
421,2.0,1444,4,20000726
422,5.0,1445,4,19991213
423,4.0,1446,4,20010410
424,2.0,1495,4,19991213
425,4.0,1542,4,19991213
426,5.0,1544,4,19991213
427,4.0,1572,4,20010410
428,3.0,1604,4,20010410
429,5.0,1609,4,20010410
430,5.0,1629,4,20000725
431,5.0,1641,4,19991214
432,4.0,1651,4,19991213
433,5.0,1652,4,20000725
434,1.0,1698,4,19991219
435,1.0,1731,4,20000726
436,2.0,1742,4,20000725
437,4.0,1754,4,19991213
438,4.0,1762,4,20000726
439,5.0,1792,4,19991213
440,3.0,1797,4,20000726
441,4.0,1807,4,20010410
442,4.0,1856,4,19991213
443,1.0,1940,4,19991214
444,5.0,1950,4,19991213
445,5.0,1961,4,20000726
446,1.0,1980,4,20010409
447,4.0,2015,4,19991213
448,5.0,2021,4,19991213
449,2.0,2037,4,19991213
450,4.0,2079,4,20000725
451,1.0,2080,4,20000728
452,2.0,2085,4,19991214
453,5.0,2098,4,20000725
454,5.0,2137,4,19991213
455,5.0,2146,4,20000725
456,4.0,2159,4,20010410
457,4.0,2198,4,19991213
458,5.0,2202,4,20010410
459,2.0,2227,4,19991213
460,2.0,2239,4,19991213
461,4.0,2260,4,20010409
462,4.0,2287,4,20010410
463,5.0,2298,4,19991213
464,4.0,2309,4,20010410
465,3.0,2326,4,20000728
466,5.0,2329,4,20000726
467,4.0,2383,4,20000725
468,1.0,2394,4,20000725
469,4.0,2395,4,20000725
470,4.0,2414,4,20000725
471,4.0,2443,4,20000726
472,4.0,2489,4,20010410
473,3.0,2511,4,20000726
474,5.0,2518,4,20000725
475,4.0,2527,4,20000725
476,4.0,2547,4,20010409
477,2.0,2606,4,20000725
478,1.0,2609,4,20010409
479,5.0,2624,4,20000725
480,2.0,2645,4,20010409
481,1.0,2682,4,20010410
482,3.0,2832,4,20000725
483,3.0,2848,4,20010410
484,5.0,2881,4,20010409
485,4.0,2908,4,20010410
486,3.0,2917,4,20010409
487,4.0,2960,4,20010409
488,4.0,2984,4,20010409
489,3.0,2989,4,20010410
490,1.0,2999,4,20010409
491,3.0,3005,4,20010409
492,4.0,3006,4,20010409
493,3.0,3011,4,20010409
494,3.0,3012,4,20010409
495,4.0,3016,4,20010409
496,5.0,3017,4,20010409
497,3.0,3043,4,20010409
498,4.0,3070,4,20010410
499,3.0,3088,4,20010409
500,3.0,3104,4,20010409
501,2.0,3142,4,20011205
502,5.0,3153,4,20010409
503,4.0,3158,4,20011205
504,3.0,3162,4,20011205
505,2.0,3167,4,20011205
506,4.0,3174,4,20011205
507,1.0,3197,4,20011205
508,4.0,3220,4,20011205
509,3.0,3242,4,20011205
510,1.0,3413,4,20011205
511,3.0,3476,4,20011205
512,5.0,3487,4,20011205
513,3.0,3566,4,20011205
514,4.0,3575,4,20011205
515,4.0,3580,4,20011205
516,5.0,3619,4,20011205
517,4.0,1,5,19961108
518,4.0,21,5,19961108
519,4.0,33,5,19961108
520,4.0,34,5,19961108
521,3.0,36,5,19961108
522,4.0,47,5,19961108
523,5.0,53,5,19961108
524,4.0,98,5,19961108
525,3.0,124,5,19961108
526,3.0,127,5,19961108
527,4.0,199,5,19961108
528,5.0,212,5,19961108
529,3.0,218,5,19961108
530,4.0,226,5,19961108
531,3.0,229,5,19961108
532,1.0,230,5,19961108
533,5.0,252,5,19961108
534,5.0,258,5,19961108
535,3.0,261,5,19961108
536,2.0,276,5,19961108
537,3.0,278,5,19961108
538,3.0,303,5,19961108
539,3.0,308,5,19961108
540,2.0,316,5,19961108
541,3.0,323,5,19961108
542,4.0,326,5,19961108
543,2.0,338,5,19961108
544,3.0,356,5,19961108
545,4.0,399,5,19961108
546,4.0,413,5,19961108
547,5.0,414,5,19961108
548,3.0,451,5,19961108
549,5.0,462,5,19961108
550,4.0,465,5,19961108
551,3.0,468,5,19961108
552,4.0,507,5,19961108
553,3.0,508,5,19961108
554,5.0,509,5,19961108
555,3.0,510,5,19961108
556,5.0,512,5,19961108
557,5.0,513,5,19961108
558,5.0,514,5,19961108
559,3.0,515,5,19961108
560,3.0,521,5,19961108
561,4.0,2,6,19961017
562,5.0,3,6,19961017
563,3.0,4,6,19961017
564,5.0,5,6,19961017
565,4.0,6,6,19961017
566,4.0,7,6,19961017
567,3.0,8,6,19961017
568,3.0,10,6,19961017
569,4.0,11,6,19961017
570,3.0,13,6,19961017
571,4.0,15,6,19961017
572,4.0,16,6,19961017
573,4.0,17,6,19961017
574,2.0,19,6,19961017
575,2.0,21,6,19961017
576,5.0,22,6,19961017
577,4.0,24,6,19961017
578,3.0,25,6,19961017
579,4.0,26,6,19961017
580,3.0,27,6,19961017
581,3.0,31,6,19961017
582,4.0,32,6,19961017
583,4.0,33,6,19961017
584,5.0,34,6,19961017
585,4.0,38,6,19961017
586,4.0,40,6,19961017
587,3.0,42,6,19961017
588,4.0,43,6,19961017
589,4.0,44,6,19961017
590,1.0,47,6,19961017
591,4.0,50,6,19961017
592,4.0,54,6,19961017
593,4.0,55,6,19961017
594,4.0,56,6,19961017
595,3.0,59,6,19961017
596,3.0,60,6,19961017
597,4.0,69,6,19961017
598,3.0,72,6,19961017
599,5.0,78,6,19961017
600,3.0,79,6,19961017
601,2.0,80,6,19961017
602,4.0,81,6,19961017
603,4.0,82,6,19961017
604,4.0,83,6,19961017
605,4.0,85,6,19961017
606,3.0,89,6,19961017
607,1.0,91,6,19961017
608,4.0,93,6,19961017
609,3.0,94,6,19961017
610,5.0,98,6,19961017
611,4.0,100,6,19961017
612,3.0,101,6,19961017
613,3.0,110,6,19961017
614,3.0,114,6,19961017
615,3.0,116,6,19961017
616,4.0,117,6,19961017
617,4.0,119,6,19961017
618,4.0,120,6,19961017
619,4.0,124,6,19961017
620,4.0,125,6,19961017
621,3.0,127,6,19961017
622,4.0,132,6,19961017
623,3.0,133,6,19961017
624,5.0,134,6,19961017
625,3.0,135,6,19961017
626,3.0,137,6,19961017
627,3.0,139,6,19961017
628,5.0,141,6,19961017
629,3.0,143,6,19961017
630,3.0,144,6,19961017
631,3.0,147,6,19961017
632,3.0,150,6,19961017
633,1.0,152,6,19961017
634,2.0,153,6,19961017
635,3.0,154,6,19961017
636,3.0,157,6,19961017
637,3.0,158,6,19961017
638,3.0,161,6,19961017
639,2.0,163,6,19961017
640,4.0,166,6,19961017
641,3.0,167,6,19961017
642,3.0,170,6,19961017
643,3.0,173,6,19961017
644,3.0,174,6,19961017
645,4.0,176,6,19961017
646,3.0,177,6,19961017
647,3.0,178,6,19961017
648,4.0,179,6,19961017
649,4.0,181,6,19961017
650,4.0,185,6,19961017
651,3.0,186,6,19961017
652,2.0,187,6,19961017
653,3.0,188,6,19961017
654,4.0,190,6,19961017
655,3.0,192,6,19961017
656,4.0,193,6,19961017
657,5.0,197,6,19961017
658,3.0,198,6,19961017
659,2.0,201,6,19961017
660,4.0,203,6,19961017
661,4.0,204,6,19961017
662,3.0,206,6,19961017
663,3.0,207,6,19961017
664,3.0,210,6,19961017
665,5.0,213,6,19961017
666,4.0,215,6,19961017
667,3.0,216,6,19961017
668,4.0,217,6,19961017
669,3.0,218,6,19961017
670,3.0,219,6,19961017
671,3.0,221,6,19961017
672,5.0,222,6,19961017
673,3.0,223,6,19961017
674,4.0,226,6,19961017
675,5.0,227,6,19961017
676,3.0,229,6,19961017
677,3.0,230,6,19961017
678,3.0,231,6,19961017
679,3.0,233,6,19961017
680,4.0,234,6,19961017
681,3.0,236,6,19961017
682,4.0,237,6,19961017
683,4.0,239,6,19961017
684,5.0,240,6,19961017
685,3.0,242,6,19961017
686,4.0,244,6,19961017
687,3.0,245,6,19961017
688,2.0,250,6,19961017
689,3.0,251,6,19961017
690,3.0,253,6,19961017
691,4.0,254,6,19961017
692,3.0,255,6,19961017
693,2.0,258,6,19961017
694,3.0,263,6,19961017
695,3.0,264,6,19961017
696,4.0,265,6,19961017
697,3.0,270,6,19961017
698,1.0,272,6,19961017
699,3.0,273,6,19961017
700,5.0,274,6,19961017
701,4.0,275,6,19961017
702,5.0,276,6,19961017
703,4.0,277,6,19961017
704,5.0,278,6,19961017
705,1.0,286,6,19961017
706,4.0,288,6,19961017
707,3.0,289,6,19961017
708,3.0,291,6,19961017
709,5.0,292,6,19961017
710,3.0,295,6,19961017
711,5.0,296,6,19961017
712,4.0,298,6,19961017
713,4.0,299,6,19961017
714,3.0,301,6,19961017
715,3.0,302,6,19961017
716,3.0,303,6,19961017
717,3.0,306,6,19961017
718,3.0,307,6,19961017
719,5.0,308,6,19961017
720,5.0,309,6,19961017
721,4.0,310,6,19961017
722,3.0,311,6,19961017
723,4.0,312,6,19961017
724,4.0,313,6,19961017
725,4.0,314,6,19961017
726,5.0,315,6,19961017
727,3.0,316,6,19961017
728,3.0,317,6,19961017
729,3.0,318,6,19961017
730,3.0,319,6,19961017
731,4.0,320,6,19961017
732,3.0,321,6,19961017
733,5.0,323,6,19961017
734,3.0,325,6,19961017
735,4.0,326,6,19961017
736,5.0,327,6,19961017
737,4.0,329,6,19961017
738,3.0,330,6,19961017
739,3.0,333,6,19961017
740,5.0,335,6,19961017
741,3.0,336,6,19961017
742,4.0,338,6,19961017
743,3.0,339,6,19961017
744,3.0,340,6,19961017
745,3.0,341,6,19961017
746,3.0,351,6,19961017
747,3.0,356,6,19961017
748,3.0,357,6,19961017
749,4.0,360,6,19961017
750,3.0,361,6,19961017
751,3.0,364,6,19961017
752,3.0,371,6,19961017
753,5.0,377,6,19961017
754,4.0,379,6,19961017
755,3.0,380,6,19961017
756,3.0,382,6,19961017
757,4.0,384,6,19961017
758,3.0,388,6,19961017
759,4.0,392,6,19961017
760,4.0,396,6,19961017
761,3.0,397,6,19961017
762,5.0,399,6,19961017
763,3.0,400,6,19961017
764,3.0,402,6,19961017
765,2.0,405,6,19961017
766,4.0,407,6,19961017
767,4.0,408,6,19961017
768,3.0,411,6,19961017
769,4.0,413,6,19961017
770,4.0,414,6,19961017
771,4.0,416,6,19961017
772,5.0,419,6,19961017
773,3.0,423,6,19961017
774,3.0,427,6,19961017
775,3.0,428,6,19961017
776,4.0,429,6,19961017
777,3.0,431,6,19961017
778,3.0,432,6,19961017
779,3.0,435,6,19961017
780,5.0,437,6,19961017
781,3.0,439,6,19961017
782,3.0,441,6,19961017
783,4.0,444,6,19961017
784,3.0,445,6,19961017
785,3.0,446,6,19961017
786,4.0,451,6,19961017
787,4.0,452,6,19961017
788,3.0,456,6,19961017
789,3.0,460,6,19961017
790,3.0,462,6,19961017
791,3.0,465,6,19961017
792,3.0,466,6,19961017
793,3.0,470,6,19961017
794,3.0,471,6,19961017
795,3.0,473,6,19961017
796,3.0,474,6,19961017
797,4.0,476,6,19961017
798,3.0,477,6,19961017
799,2.0,479,6,19961017
800,3.0,481,6,19961017
801,3.0,485,6,19961017
802,5.0,486,6,19961017
803,4.0,495,6,19961017
804,3.0,498,6,19961017
805,5.0,506,6,19961017
806,5.0,507,6,19961017
807,3.0,508,6,19961017
808,5.0,509,6,19961017
809,3.0,510,6,19961017
810,4.0,511,6,19961017
811,4.0,512,6,19961017
812,5.0,513,6,19961017
813,3.0,514,6,19961017
814,4.0,515,6,19961017
815,3.0,520,6,19961017
816,3.0,521,6,19961017
817,4.0,522,6,19961017
818,5.0,528,6,19961017
819,3.0,534,6,19961017
820,4.0,535,6,19961017
821,4.0,541,6,19961017
822,1.0,544,6,19961017
823,4.0,546,6,19961017
824,3.0,553,6,19961017
825,3.0,556,6,19961017
826,3.0,569,6,19961017
827,3.0,571,6,19961017
828,4.0,573,6,19961017
829,3.0,575,6,19961017
830,4.0,578,6,19961017
831,5.0,579,6,19961017
832,3.0,580,6,19961017
833,4.0,581,6,19961017
834,2.0,585,6,19961017
835,5.0,595,6,19961017
836,3.0,601,6,19961017
837,1.0,608,6,19961017
838,3.0,610,6,19961017
839,3.0,613,6,19961017
840,5.0,616,6,19961017
841,5.0,619,6,19961017
842,3.0,626,6,19961017
843,3.0,628,6,19961017
844,3.0,630,6,19961017
845,4.0,631,6,19961017
846,3.0,640,6,19961017
847,5.0,645,6,19961017
848,4.0,648,6,19961017
849,3.0,650,6,19961017
850,4.0,651,6,19961017
851,3.0,652,6,19961017
852,3.0,655,6,19961017
853,4.0,656,6,19961017
854,4.0,659,6,19961017
855,3.0,663,6,19961017
856,3.0,669,6,19961017
857,3.0,670,6,19961017
858,3.0,674,6,19961017
859,3.0,676,6,19961017
860,3.0,748,6,19961017
861,3.0,749,6,19961017
862,4.0,752,6,19961017
863,4.0,756,6,19961017
864,4.0,759,6,19961017
865,2.0,761,6,19961017
866,4.0,763,6,19961017
867,4.0,765,6,19961017
868,3.0,798,6,19961017
869,5.0,802,6,19961017
870,4.0,812,6,19961017
871,4.0,813,6,19961017
872,3.0,816,6,19961017
873,4.0,823,6,19961017
874,3.0,825,6,19961017
875,4.5,1,7,20050125
876,4.5,47,7,20050125
877,3.0,53,7,20050125
878,4.5,124,7,20050125
879,4.0,139,7,20050125
880,5.0,225,7,20050125
881,5.0,315,7,20050125
882,3.0,338,7,20050125
883,5.0,405,7,20050125
884,5.0,419,7,20050125
885,2.0,506,7,20050125
886,3.0,507,7,20050125
887,2.5,508,7,20050125
888,3.0,510,7,20050125
889,5.0,511,7,20050125
890,3.5,513,7,20050126
891,4.0,547,7,20050125
892,4.0,603,7,20050125
893,4.5,616,7,20050125
894,3.0,703,7,20050125
895,4.0,707,7,20050126
896,4.0,840,7,20050125
897,1.5,887,7,20050126
898,4.0,899,7,20050125
899,4.0,910,7,20050125
900,4.0,912,7,20050125
901,5.0,921,7,20050125
902,4.5,922,7,20050125
903,5.0,940,7,20050126
904,1.5,946,7,20050125
905,5.0,970,7,20050125
906,3.5,1155,7,20050125
907,5.0,1188,7,20050125
908,4.0,1212,7,20050125
909,3.0,1219,7,20050130
910,3.0,1268,7,20050125
911,0.5,1323,7,20050125
912,4.0,1399,7,20050125
913,1.5,1405,7,20050125
914,4.5,1432,7,20050125
915,5.0,1495,7,20050126
916,2.0,1731,7,20050126
917,3.5,1756,7,20050125
918,5.0,1906,7,20050125
919,1.5,1980,7,20050126
920,3.0,1987,7,20050125
921,4.5,2008,7,20050415
922,2.0,2015,7,20050125
923,2.5,2018,7,20050126
924,1.5,2030,7,20050126
925,3.5,2040,7,20050126
926,4.5,2079,7,20050125
927,4.0,2146,7,20050126
928,4.5,2356,7,20050125
929,1.5,2508,7,20050126
930,4.5,2547,7,20050126
931,1.5,2675,7,20050125
932,1.0,2701,7,20050126
933,3.5,2837,7,20050125
934,5.0,2893,7,20050125
935,4.0,2921,7,20050125
936,2.5,2967,7,20050125
937,3.0,2983,7,20061025
938,4.0,3003,7,20050126
939,2.0,3139,7,20050125
940,2.0,3158,7,20050315
941,4.0,3195,7,20050125
942,0.5,3198,7,20050130
943,4.5,3235,7,20050126
944,1.0,3415,7,20050125
945,1.5,3447,7,20050302
946,1.5,3541,7,20061025
947,3.0,3560,7,20050125
948,4.0,3569,7,20050125
949,4.0,3575,7,20050125
950,4.0,3615,7,20050125
951,4.5,3639,7,20050125
952,4.5,3641,7,20050125
953,3.5,3746,7,20050126
954,3.5,3820,7,20050125
955,0.5,3833,7,20050125
956,4.0,3874,7,20050125
957,3.0,3886,7,20050126
958,3.0,3891,7,20050125
959,1.5,3916,7,20050125
960,5.0,3985,7,20050126
961,4.5,4077,7,20050125
962,4.5,4138,7,20050125
963,4.0,4160,7,20050125
964,4.5,4162,7,20050126
965,4.0,4335,7,20050125
966,4.0,4352,7,20050126
967,0.5,4423,7,20060911
968,4.5,4428,7,20050125
969,4.5,4609,7,20050126
